,"sorted,partial,varArith","unsorted,partial,varArith","unsorted,bigSum,varArith",fixed32bit
1,4649.0,5021.0,5411.0,5411.0
2,4792.0,5119.0,5479.0,5479.0
3,4751.0,5114.0,5465.0,5465.0
4,4761.0,5112.0,5469.0,5469.0
5,4792.0,5116.0,5476.0,5476.0
6,4663.0,5050.0,5419.0,5419.0
7,4553.0,4952.0,5369.0,5369.0
8,4673.0,5039.0,5414.0,5414.0
9,4832.0,5159.0,5504.0,5504.0
10,4809.0,5091.0,5478.0,5478.0
11,4658.0,5027.0,5402.0,5402.0
12,4726.0,5065.0,5452.0,5452.0
13,4595.0,4976.0,5387.0,5387.0
14,4855.0,5164.0,5521.0,5521.0
15,4783.0,5095.0,5476.0,5476.0
16,4836.0,5184.0,5505.0,5505.0
17,4661.0,5033.0,5408.0,5408.0
18,4736.0,5090.0,5453.0,5453.0
19,4800.0,5148.0,5493.0,5493.0
20,4700.0,5072.0,5429.0,5429.0
21,4769.0,5141.0,5474.0,5474.0
22,4853.0,5198.0,5519.0,5519.0
23,4641.0,5040.0,5418.0,5418.0
24,4835.0,5177.0,5498.0,5498.0
25,4804.0,5143.0,5494.0,5494.0
26,4880.0,5204.0,5528.0,5528.0
27,4667.0,5069.0,5432.0,5432.0
28,4734.0,5037.0,5445.0,5445.0
29,4831.0,5173.0,5494.0,5494.0
30,4763.0,5084.0,5462.0,5462.0
31,4591.0,4945.0,5374.0,5374.0
32,4656.0,5070.0,5418.0,5418.0
33,4878.0,5184.0,5529.0,5529.0
34,4763.0,5039.0,5444.0,5444.0
35,4747.0,5125.0,5461.0,5461.0
36,4923.0,5205.0,5550.0,5550.0
37,4716.0,4980.0,5439.0,5439.0
38,4915.0,5218.0,5545.0,5545.0
39,4884.0,5166.0,5523.0,5523.0
40,4858.0,5149.0,5509.0,5509.0
41,4667.0,4982.0,5405.0,5405.0
42,4847.0,5132.0,5510.0,5510.0
43,4773.0,5115.0,5469.0,5469.0
44,4645.0,4987.0,5404.0,5404.0
45,4787.0,5123.0,5465.0,5465.0
46,4646.0,4973.0,5405.0,5405.0
47,4607.0,5039.0,5399.0,5399.0
48,4675.0,5014.0,5419.0,5419.0
49,4848.0,5181.0,5514.0,5514.0
50,4695.0,5088.0,5442.0,5442.0
51,4895.0,5189.0,5528.0,5528.0
52,4758.0,5121.0,5469.0,5469.0
53,4667.0,5051.0,5408.0,5408.0
54,4847.0,5180.0,5516.0,5516.0
55,4642.0,5050.0,5404.0,5404.0
56,4586.0,5021.0,5384.0,5384.0
57,4711.0,5074.0,5440.0,5440.0
58,4702.0,5032.0,5434.0,5434.0
59,4776.0,5106.0,5484.0,5484.0
60,4624.0,4945.0,5389.0,5389.0
61,4681.0,5044.0,5425.0,5425.0
62,4570.0,5014.0,5374.0,5374.0
63,4671.0,5019.0,5424.0,5424.0
64,4827.0,5163.0,5502.0,5502.0
65,4859.0,5141.0,5522.0,5522.0
66,4890.0,5226.0,5535.0,5535.0
67,4768.0,5101.0,5473.0,5473.0
68,4947.0,5208.0,5550.0,5550.0
69,4775.0,5096.0,5474.0,5474.0
70,4882.0,5086.0,5521.0,5521.0
71,5089.0,5350.0,5641.0,5641.0
72,4615.0,4954.0,5386.0,5386.0
73,4623.0,4971.0,5394.0,5394.0
74,4751.0,5093.0,5468.0,5468.0
75,4653.0,5055.0,5406.0,5406.0
76,4872.0,5172.0,5520.0,5520.0
77,4763.0,5093.0,5456.0,5456.0
78,4675.0,5068.0,5416.0,5416.0
79,4837.0,5146.0,5494.0,5494.0
80,4747.0,5071.0,5461.0,5461.0
81,4837.0,5155.0,5500.0,5500.0
82,4808.0,5114.0,5486.0,5486.0
83,4777.0,5095.0,5473.0,5473.0
84,4907.0,5228.0,5540.0,5540.0
85,4728.0,5079.0,5448.0,5448.0
86,4809.0,5151.0,5496.0,5496.0
87,4782.0,5130.0,5487.0,5487.0
88,4722.0,5034.0,5439.0,5439.0
89,4646.0,5054.0,5414.0,5414.0
90,4869.0,5184.0,5526.0,5526.0
91,4776.0,5124.0,5478.0,5478.0
92,4685.0,5063.0,5429.0,5429.0
93,4737.0,5067.0,5439.0,5439.0
94,4827.0,5118.0,5499.0,5499.0
95,4775.0,5114.0,5480.0,5480.0
96,4761.0,5133.0,5472.0,5472.0
97,4763.0,5123.0,5471.0,5471.0
98,4770.0,5037.0,5460.0,5460.0
99,4762.0,5116.0,5464.0,5464.0
100,4756.41,5096.28,5463.27,5463.27
